,datapoint,attr_val,data_values,flipset_values,score
1458,6561,0,"[0, 0, 2, 3270, 150, 0, 3, 1, 3270, 60]","[0.0, 0.0, 2.0, 3270.0, 150.0, -0.0, 3.0, 2.0, 3270.0, 7.0]",0.5374434571334763
1459,4164,0,"[1, 0, 2, 240, 40, 2, 6, 0, 240, 10]","[1.0, 0.0, 2.0, 240.0, 40.0, 2.0, 5.0, 1.0, 240.0, 10.0]",0.5374609888634727
1460,5397,0,"[1, 0, 1, 5270, 110, 0, 4, 1, 5270, 110]","[1.0, 0.0, 1.0, 5270.0, 110.0, -0.0, 4.0, 2.0, 5270.0, 57.0]",0.5374746400993788
1461,1588,0,"[1, 0, 3, 440, 440, 2, 6, 0, 0, 0]","[1.0, 0.0, 3.0, 440.0, 440.0, 2.0, 5.0, 1.0, 0.0, -0.0]",0.537489871824468
1462,2406,0,"[1, 0, 3, 50, 50, 2, 6, 0, 10, 30]","[1.0, 0.0, 3.0, 50.0, 50.0, 2.0, 5.0, 1.0, 10.0, 30.0]",0.5375006083766758
1463,6339,1,"[0, 1, 2, 3040, 150, 0, 0, 0, 3040, 150]","[0.0, 1.0, 2.0, 3040.0, 149.0, -0.0, -0.0, 1.0, 3040.0, 97.0]",0.5375348026776623
1464,6332,0,"[1, 0, 2, 100, 100, 2, 6, 0, 10, 30]","[1.0, 0.0, 2.0, 100.0, 100.0, 2.0, 5.0, 1.0, 10.0, 30.0]",0.5375759969542109
1465,4985,0,"[1, 0, 3, 70, 70, 2, 6, 0, 0, 30]","[1.0, 0.0, 3.0, 70.0, 70.0, 2.0, 5.0, 1.0, 0.0, 30.0]",0.5375804277093827
1466,4503,1,"[0, 1, 2, 910, 50, 0, 6, 0, 910, 40]","[0.0, 1.0, 2.0, 910.0, 50.0, -0.0, 5.0, 1.0, 910.0, 40.0]",0.5375851356050068
1467,7186,0,"[1, 0, 3, 50, 30, 2, 6, 0, 30, 30]","[1.0, 0.0, 3.0, 50.0, 30.0, 2.0, 5.0, 1.0, 30.0, 30.0]",0.5375924833003118
1468,1295,0,"[1, 0, 1, 40, 40, 2, 6, 0, 0, 40]","[1.0, 0.0, 1.0, 40.0, 40.0, 2.0, 5.0, 1.0, 0.0, 40.0]",0.5376565411088523
1469,646,1,"[0, 1, 3, 590, 590, 1, 1, 0, 470, 130]","[0.0, 1.0, 3.0, 590.0, 590.0, 1.0, 1.0, 1.0, 470.0, 75.0]",0.5377897212296172
1470,1637,1,"[0, 1, 2, 520, 80, 0, 6, 0, 510, 80]","[0.0, 1.0, 2.0, 520.0, 80.0, -0.0, 6.0, 1.0, 510.0, 25.0]",0.5378710575564198
1471,943,0,"[1, 0, 3, 340, 340, 2, 6, 0, 0, 10]","[1.0, 0.0, 3.0, 340.0, 340.0, 2.0, 5.0, 1.0, 0.0, 10.0]",0.5378870041448365
1472,5631,0,"[1, 0, 1, 40, 40, 2, 6, 0, 10, 40]","[1.0, 0.0, 1.0, 40.0, 40.0, 2.0, 5.0, 1.0, 10.0, 40.0]",0.5378912464958547
1473,7713,1,"[0, 1, 2, 390, 370, 1, 4, 0, 70, 30]","[0.0, 1.0, 2.0, 390.0, 370.0, 1.0, 3.0, 1.0, 70.0, 30.0]",0.5379132907027708
1474,9869,0,"[1, 0, 3, 10870, 460, 0, 0, 6, 10570, 440]","[1.0, 0.0, 3.0, 10870.0, 460.0, -0.0, -0.0, 6.0, 10570.0, 248.0]",0.5379234152351191
1475,1515,0,"[1, 0, 2, 5170, 200, 0, 0, 0, 5170, 200]","[1.0, 0.0, 2.0, 5170.0, 199.0, -0.0, -0.0, 1.0, 5170.0, 145.0]",0.5379374696803952
1476,4412,1,"[0, 1, 2, 130, 130, 1, 5, 0, 10, 0]","[0.0, 1.0, 2.0, 130.0, 130.0, 1.0, 4.0, 1.0, 10.0, -0.0]",0.5380322296145374
1477,3381,1,"[0, 1, 2, 2450, 110, 0, 2, 0, 2400, 110]","[0.0, 1.0, 2.0, 2450.0, 110.0, -0.0, 2.0, 1.0, 2400.0, 54.0]",0.5380339568199949
1478,5355,0,"[1, 0, 2, 20, 320, 2, 6, 0, 10, 10]","[1.0, 0.0, 2.0, 20.0, 320.0, 2.0, 5.0, 1.0, 10.0, 10.0]",0.5380416135837576
1479,5431,1,"[0, 1, 2, 1190, 580, 1, 1, 0, 1190, 60]","[0.0, 1.0, 2.0, 1190.0, 580.0, 1.0, 1.0, 1.0, 1190.0, 4.0]",0.538110091313843
1480,8154,1,"[0, 1, 2, 360, 330, 1, 4, 0, 360, 0]","[0.0, 1.0, 2.0, 360.0, 330.0, 1.0, 3.0, 1.0, 360.0, -0.0]",0.538150026395311
1481,6287,0,"[1, 0, 1, 20, 40, 2, 6, 0, 20, 40]","[1.0, 0.0, 1.0, 20.0, 40.0, 2.0, 5.0, 1.0, 20.0, 40.0]",0.5381889508121801
1482,340,1,"[0, 1, 3, 4470, 140, 0, 0, 1, 4470, 140]","[0.0, 1.0, 3.0, 4470.0, 140.0, -0.0, -0.0, 2.0, 4470.0, 83.0]",0.5381963351548595
1483,1774,1,"[0, 1, 2, 620, 190, 1, 4, 0, 90, 50]","[0.0, 1.0, 2.0, 620.0, 190.0, 1.0, 3.0, 1.0, 90.0, 50.0]",0.5381994662801844
1484,9174,0,"[1, 0, 1, 60, 60, 2, 6, 0, 10, 40]","[1.0, 0.0, 1.0, 60.0, 60.0, 2.0, 5.0, 1.0, 10.0, 40.0]",0.53820573922143
1485,3623,0,"[1, 0, 2, 70, 80, 2, 6, 0, 50, 30]","[1.0, 0.0, 2.0, 70.0, 80.0, 2.0, 5.0, 1.0, 50.0, 30.0]",0.5382317849405482
1486,5779,0,"[1, 0, 3, 1350, 1350, 2, 4, 0, 40, 40]","[1.0, 0.0, 3.0, 1350.0, 1350.0, 2.0, 3.0, 1.0, 40.0, 39.0]",0.5383230741835292
1487,6146,1,"[0, 1, 1, 210, 210, 1, 5, 0, 0, 0]","[0.0, 1.0, 1.0, 210.0, 204.0, 1.0, 4.0, 1.0, 0.0, -0.0]",0.5383446464479966
1488,1611,0,"[1, 0, 2, 260, 260, 2, 6, 0, 20, 20]","[1.0, 0.0, 2.0, 260.0, 260.0, 2.0, 5.0, 1.0, 20.0, 19.0]",0.5383570915313851
1489,8004,0,"[1, 0, 3, 60, 400, 2, 6, 0, 20, 0]","[1.0, 0.0, 3.0, 60.0, 391.0, 2.0, 5.0, 1.0, 20.0, -0.0]",0.5384015892790857
1490,2378,1,"[0, 1, 3, 770, 130, 0, 6, 0, 750, 50]","[0.0, 1.0, 3.0, 770.0, 130.0, -0.0, 5.0, 1.0, 750.0, 48.0]",0.5384617448485787
1491,9429,0,"[1, 0, 1, 220, 210, 2, 6, 0, 90, 20]","[1.0, 0.0, 1.0, 220.0, 210.0, 2.0, 5.0, 1.0, 90.0, 18.0]",0.5384712830961924
1492,998,1,"[0, 1, 3, 330, 30, 1, 4, 0, 330, 30]","[0.0, 1.0, 3.0, 330.0, 30.0, 1.0, 3.0, 1.0, 330.0, 28.0]",0.5384973204228619
1493,1010,0,"[1, 0, 2, 1980, 1100, 1, 3, 0, 1980, 90]","[1.0, 0.0, 2.0, 1980.0, 1100.0, 1.0, 3.0, 1.0, 1980.0, 32.0]",0.5385125930332022
1494,2915,1,"[0, 1, 2, 2480, 1130, 1, 1, 2, 2480, 150]","[0.0, 1.0, 2.0, 2480.0, 1128.0, 1.0, 1.0, 3.0, 2480.0, 92.0]",0.538536704227055
1495,356,1,"[0, 1, 2, 860, 50, 0, 6, 0, 860, 50]","[0.0, 1.0, 2.0, 860.0, 50.0, -0.0, 5.0, 1.0, 860.0, 48.0]",0.5385387997386375
1496,5790,0,"[1, 0, 2, 260, 330, 2, 6, 0, 140, 0]","[1.0, 0.0, 2.0, 260.0, 313.0, 2.0, 5.0, 1.0, 140.0, -0.0]",0.5385554774722887
1497,2285,1,"[0, 1, 3, 610, 100, 0, 6, 0, 590, 70]","[0.0, 1.0, 3.0, 610.0, 100.0, -0.0, 6.0, 1.0, 590.0, 11.0]",0.5385837369988693
1498,3336,0,"[1, 0, 1, 4810, 460, 0, 0, 0, 4640, 240]","[1.0, 0.0, 1.0, 4810.0, 460.0, -0.0, -0.0, 1.0, 4640.0, 181.0]",0.5387083738172769
1499,4429,1,"[0, 1, 2, 3420, 120, 0, 0, 0, 3420, 120]","[0.0, 1.0, 2.0, 3420.0, 120.0, -0.0, -0.0, 1.0, 3420.0, 60.0]",0.5387805561826479
1500,8616,0,"[1, 0, 2, 40, 50, 2, 6, 0, 10, 40]","[1.0, 0.0, 2.0, 40.0, 50.0, 2.0, 5.0, 1.0, 10.0, 37.0]",0.538790775609443
1501,4647,0,"[1, 0, 3, 340, 70, 2, 6, 0, 340, 0]","[1.0, 0.0, 3.0, 340.0, 40.0, 2.0, 5.0, 1.0, 340.0, -0.0]",0.5388002908474301
1502,1203,1,"[0, 1, 3, 520, 80, 0, 6, 0, 520, 80]","[0.0, 1.0, 3.0, 520.0, 80.0, -0.0, 6.0, 1.0, 520.0, 20.0]",0.5388165121414169
1503,740,1,"[0, 1, 2, 1750, 310, 0, 0, 0, 1450, 310]","[0.0, 1.0, 2.0, 1750.0, 310.0, -0.0, -0.0, 1.0, 1450.0, 250.0]",0.5388172940982492
1504,8385,0,"[1, 0, 2, 5670, 270, 0, 0, 0, 5220, 200]","[1.0, 0.0, 2.0, 5670.0, 270.0, -0.0, -0.0, 1.0, 5220.0, 140.0]",0.5388566407972384
1505,550,0,"[1, 0, 3, 260, 260, 2, 6, 0, 180, 0]","[1.0, 0.0, 3.0, 260.0, 225.0, 2.0, 5.0, 1.0, 180.0, -0.0]",0.5388837203200333
1506,3322,1,"[0, 1, 2, 3410, 140, 0, 0, 0, 3410, 120]","[0.0, 1.0, 2.0, 3410.0, 137.0, -0.0, -0.0, 1.0, 3410.0, 60.0]",0.5389548457317299
1507,7955,0,"[1, 0, 2, 370, 370, 2, 6, 0, 140, 0]","[1.0, 0.0, 2.0, 370.0, 331.0, 2.0, 5.0, 1.0, 140.0, -0.0]",0.5389638107673776
1508,6076,0,"[1, 0, 3, 120, 120, 2, 6, 0, 110, 20]","[1.0, 0.0, 3.0, 120.0, 120.0, 2.0, 5.0, 1.0, 110.0, 16.0]",0.5389785500244667
1509,7172,0,"[0, 0, 3, 410, 80, 0, 6, 0, 240, 80]","[0.0, 0.0, 3.0, 410.0, 80.0, -0.0, 6.0, 1.0, 240.0, 19.0]",0.5390589459873192
1510,2257,0,"[1, 0, 3, 100, 30, 2, 6, 0, 100, 30]","[1.0, 0.0, 3.0, 100.0, 30.0, 2.0, 5.0, 1.0, 100.0, 25.0]",0.5390776069377898
1511,3501,1,"[0, 1, 3, 2240, 460, 0, 0, 0, 1550, 290]","[0.0, 1.0, 3.0, 2240.0, 460.0, -0.0, -0.0, 1.0, 1550.0, 228.0]",0.5392231715542821
1512,2064,1,"[0, 1, 2, 940, 960, 1, 1, 0, 900, 60]","[0.0, 1.0, 2.0, 940.0, 941.0, 1.0, 1.0, 1.0, 900.0, 0.0]",0.539264400446565
1513,5708,1,"[0, 1, 2, 4550, 150, 0, 0, 1, 4550, 140]","[0.0, 1.0, 2.0, 4550.0, 150.0, -0.0, -0.0, 2.0, 4550.0, 78.0]",0.5392994111476023
1514,9344,1,"[0, 1, 2, 790, 150, 0, 6, 0, 720, 60]","[0.0, 1.0, 2.0, 790.0, 127.0, -0.0, 6.0, 1.0, 720.0, -0.0]",0.539330649579767
1515,3956,0,"[1, 0, 2, 200, 200, 2, 6, 0, 20, 30]","[1.0, 0.0, 2.0, 200.0, 200.0, 2.0, 5.0, 1.0, 20.0, 24.0]",0.5393829045523348
1516,9971,1,"[0, 1, 2, 3660, 230, 0, 0, 0, 3390, 120]","[0.0, 1.0, 2.0, 3660.0, 230.0, -0.0, -0.0, 1.0, 3390.0, 57.0]",0.5393963942442582
1517,2037,1,"[0, 1, 2, 1390, 590, 1, 2, 0, 790, 60]","[0.0, 1.0, 2.0, 1390.0, 562.0, 1.0, 2.0, 1.0, 790.0, 0.0]",0.5394275478065358
1518,1291,0,"[1, 0, 3, 150, 100, 2, 6, 0, 150, 20]","[1.0, 0.0, 3.0, 150.0, 100.0, 2.0, 5.0, 1.0, 150.0, 13.0]",0.5394450868468446
1519,4283,0,"[1, 0, 3, 4020, 2980, 1, 2, 0, 1480, 60]","[1.0, 0.0, 3.0, 4020.0, 2949.0, 1.0, 2.0, 1.0, 1480.0, 0.0]",0.5394917857587382
1520,2227,0,"[1, 0, 3, 40, 40, 2, 6, 0, 20, 40]","[1.0, 0.0, 3.0, 40.0, 40.0, 2.0, 5.0, 1.0, 20.0, 33.0]",0.5395472974177414
1521,1884,0,"[1, 0, 1, 6550, 500, 0, 0, 3, 6140, 500]","[1.0, 0.0, 1.0, 6550.0, 497.0, -0.0, -0.0, 4.0, 6140.0, 437.0]",0.5395557723876739
1522,6638,1,"[0, 1, 3, 590, 90, 0, 6, 0, 470, 90]","[0.0, 1.0, 3.0, 590.0, 90.0, -0.0, 6.0, 1.0, 470.0, 26.0]",0.5395805554867759
1523,5244,0,"[1, 0, 2, 7160, 270, 0, 0, 2, 7160, 270]","[1.0, 0.0, 2.0, 7160.0, 270.0, -0.0, -0.0, 3.0, 7160.0, 206.0]",0.5395867721253522
1524,9726,0,"[1, 0, 3, 1430, 1430, 1, 6, 0, 820, 20]","[1.0, 0.0, 3.0, 1430.0, 1430.0, 1.0, 5.0, 1.0, 820.0, 13.0]",0.5396144116890479
1525,153,0,"[1, 0, 3, 70, 480, 2, 6, 0, 10, 0]","[1.0, 0.0, 3.0, 70.0, 480.0, 1.0, 6.0, 1.0, 10.0, -0.0]",0.5396450602409608
1526,52,0,"[1, 0, 2, 280, 280, 1, 6, 0, 280, 180]","[1.0, 0.0, 2.0, 280.0, 280.0, 1.0, 6.0, 1.0, 280.0, 116.0]",0.5396600115164644
1527,2648,1,"[0, 1, 3, 310, 120, 0, 6, 0, 160, 120]","[0.0, 1.0, 3.0, 310.0, 120.0, -0.0, 6.0, 1.0, 160.0, 56.0]",0.5396624303333692
1528,7529,1,"[0, 1, 2, 250, 250, 1, 5, 0, 0, 0]","[0.0, 1.0, 2.0, 250.0, 250.0, 0.0, 5.0, 1.0, 0.0, -0.0]",0.5396840848163096
1529,8110,0,"[1, 0, 3, 1000, 640, 2, 6, 0, 10, 0]","[1.0, 0.0, 3.0, 1000.0, 640.0, 1.0, 6.0, 1.0, 10.0, -0.0]",0.5397347696697413
1530,3375,0,"[1, 0, 3, 100, 170, 2, 6, 0, 100, 20]","[1.0, 0.0, 3.0, 100.0, 170.0, 2.0, 5.0, 1.0, 100.0, 12.0]",0.539750341916328
1531,1068,1,"[0, 1, 3, 460, 90, 0, 6, 0, 460, 90]","[0.0, 1.0, 3.0, 460.0, 90.0, -0.0, 6.0, 1.0, 460.0, 25.0]",0.5397553970552617
1532,1622,0,"[1, 0, 2, 490, 490, 2, 6, 0, 10, 10]","[1.0, 0.0, 2.0, 490.0, 490.0, 2.0, 5.0, 1.0, 10.0, 2.0]",0.5397690742523751
1533,4827,1,"[0, 1, 3, 590, 90, 0, 6, 0, 480, 90]","[0.0, 1.0, 3.0, 590.0, 90.0, -0.0, 6.0, 1.0, 480.0, 25.0]",0.5398151201379777
1534,4716,1,"[0, 1, 2, 830, 280, 0, 6, 0, 810, 40]","[0.0, 1.0, 2.0, 830.0, 279.0, -0.0, 5.0, 1.0, 810.0, 32.0]",0.5398312595037956
1535,9612,0,"[1, 0, 1, 870, 340, 2, 6, 0, 300, 0]","[1.0, 0.0, 1.0, 870.0, 340.0, 1.0, 6.0, 1.0, 300.0, -0.0]",0.5398658314553103
1536,160,0,"[1, 0, 3, 40, 70, 2, 6, 0, 10, 40]","[1.0, 0.0, 3.0, 40.0, 70.0, 2.0, 5.0, 1.0, 10.0, 31.0]",0.5398787048477807
1537,8621,0,"[1, 0, 2, 5650, 310, 0, 0, 0, 5650, 150]","[1.0, 0.0, 2.0, 5650.0, 308.0, -0.0, -0.0, 1.0, 5650.0, 85.0]",0.5399179606805375
1538,7949,0,"[1, 0, 2, 400, 670, 1, 6, 0, 330, 140]","[1.0, 0.0, 2.0, 400.0, 667.0, 1.0, 6.0, 1.0, 330.0, 75.0]",0.5399384266291307
1539,4589,1,"[0, 1, 3, 760, 90, 0, 6, 0, 760, 60]","[0.0, 1.0, 3.0, 760.0, 90.0, -0.0, 5.0, 1.0, 760.0, 51.0]",0.539941938924552
1540,1209,1,"[0, 1, 1, 770, 770, 1, 4, 0, 170, 0]","[0.0, 1.0, 1.0, 770.0, 770.0, 0.0, 4.0, 1.0, 170.0, -0.0]",0.5399929221786002
1541,4513,1,"[0, 1, 1, 190, 160, 1, 2, 0, 190, 160]","[0.0, 1.0, 1.0, 190.0, 160.0, 1.0, 2.0, 1.0, 190.0, 94.0]",0.5399953704055696
1542,705,1,"[0, 1, 2, 570, 210, 0, 6, 0, 420, 90]","[0.0, 1.0, 2.0, 570.0, 210.0, -0.0, 6.0, 1.0, 420.0, 24.0]",0.5400241092594291
1543,183,1,"[0, 1, 3, 660, 70, 1, 4, 0, 660, 0]","[0.0, 1.0, 3.0, 660.0, 70.0, 0.0, 4.0, 1.0, 660.0, -0.0]",0.5400479271872274
1544,5418,1,"[0, 1, 3, 6200, 1160, 0, 0, 2, 6200, 10]","[0.0, 1.0, 3.0, 6200.0, 1160.0, -0.0, -0.0, 4.0, 6200.0, 10.0]",0.5400488247709601
1545,7564,1,"[0, 1, 1, 3110, 40, 0, 3, 0, 3110, 0]","[0.0, 1.0, 1.0, 3110.0, 40.0, -0.0, 3.0, 2.0, 3110.0, -0.0]",0.5400658052366165
1546,6448,1,"[0, 1, 3, 390, 110, 0, 6, 0, 280, 110]","[0.0, 1.0, 3.0, 390.0, 110.0, -0.0, 6.0, 1.0, 280.0, 44.0]",0.5400680489158802
1547,7951,0,"[1, 0, 2, 90, 90, 2, 6, 0, 40, 40]","[1.0, 0.0, 2.0, 90.0, 90.0, 2.0, 5.0, 1.0, 40.0, 30.0]",0.5400917434620953
1548,8287,0,"[1, 0, 1, 140, 430, 2, 6, 0, 140, 0]","[1.0, 0.0, 1.0, 140.0, 430.0, 1.0, 6.0, 1.0, 140.0, -0.0]",0.5401096594539401
1549,3922,0,"[1, 0, 2, 5280, 240, 0, 0, 0, 4910, 240]","[1.0, 0.0, 2.0, 5280.0, 238.0, -0.0, -0.0, 1.0, 4910.0, 174.0]",0.5401216052824676
1550,1751,0,"[1, 0, 1, 160, 160, 2, 6, 0, 110, 30]","[1.0, 0.0, 1.0, 160.0, 160.0, 2.0, 5.0, 1.0, 110.0, 20.0]",0.5401548195631112
1551,1048,0,"[1, 0, 2, 130, 130, 2, 6, 0, 100, 30]","[1.0, 0.0, 2.0, 130.0, 130.0, 2.0, 5.0, 1.0, 100.0, 20.0]",0.5401592467452507
1552,1854,0,"[1, 0, 2, 3920, 70, 0, 5, 0, 3920, 70]","[1.0, 0.0, 2.0, 3920.0, 70.0, -0.0, 5.0, 1.0, 3920.0, 3.0]",0.5402146510724486
1553,8232,0,"[1, 0, 1, 50, 50, 2, 6, 0, 20, 50]","[1.0, 0.0, 1.0, 50.0, 50.0, 2.0, 5.0, 1.0, 20.0, 39.0]",0.5402519768783625
1554,3194,0,"[1, 0, 1, 900, 810, 2, 2, 3, 0, 630]","[1.0, 0.0, 1.0, 900.0, 810.0, 2.0, 2.0, 4.0, 0.0, 563.0]",0.5402613636249373
1555,3527,0,"[1, 0, 3, 40, 170, 2, 6, 0, 30, 30]","[1.0, 0.0, 3.0, 40.0, 170.0, 2.0, 5.0, 1.0, 30.0, 19.0]",0.5402658302579512
1556,5057,1,"[0, 1, 2, 3290, 160, 0, 0, 0, 3100, 160]","[0.0, 1.0, 2.0, 3290.0, 158.0, -0.0, -0.0, 1.0, 3100.0, 93.0]",0.5403127414044241
1557,2478,0,"[1, 0, 1, 90, 90, 2, 6, 0, 80, 40]","[1.0, 0.0, 1.0, 90.0, 90.0, 2.0, 5.0, 1.0, 80.0, 29.0]",0.5403194766600035
1558,7003,1,"[0, 1, 3, 970, 60, 0, 6, 0, 830, 60]","[0.0, 1.0, 3.0, 970.0, 60.0, -0.0, 5.0, 1.0, 830.0, 49.0]",0.540356511804545
1559,3210,0,"[1, 0, 2, 5710, 210, 0, 0, 0, 5340, 200]","[1.0, 0.0, 2.0, 5710.0, 210.0, -0.0, -0.0, 1.0, 5340.0, 132.0]",0.5404135285239398
1560,4068,0,"[1, 0, 3, 390, 390, 2, 6, 0, 160, 0]","[1.0, 0.0, 3.0, 390.0, 390.0, 1.0, 6.0, 1.0, 160.0, -0.0]",0.5404577514582813
1561,1318,0,"[1, 0, 3, 5060, 310, 0, 0, 0, 5060, 210]","[1.0, 0.0, 3.0, 5060.0, 310.0, -0.0, -0.0, 1.0, 5060.0, 142.0]",0.540458333868293
1562,6604,1,"[0, 1, 2, 1090, 260, 1, 2, 0, 1060, 60]","[0.0, 1.0, 2.0, 1090.0, 260.0, 1.0, 1.0, 1.0, 1060.0, 48.0]",0.5404797757917271
1563,8609,0,"[1, 0, 2, 70, 70, 2, 6, 0, 70, 40]","[1.0, 0.0, 2.0, 70.0, 70.0, 2.0, 5.0, 1.0, 70.0, 28.0]",0.5404810331404152
1564,1678,1,"[0, 1, 2, 1030, 1070, 1, 1, 0, 960, 50]","[0.0, 1.0, 2.0, 1030.0, 1070.0, 1.0, 0.0, 1.0, 960.0, 38.0]",0.540494982695545
1565,1100,0,"[1, 0, 2, 160, 80, 2, 6, 0, 160, 30]","[1.0, 0.0, 2.0, 160.0, 80.0, 2.0, 5.0, 1.0, 160.0, 18.0]",0.5405287902247973
1566,5302,1,"[0, 1, 2, 5790, 380, 0, 0, 3, 5790, 270]","[0.0, 1.0, 2.0, 5790.0, 380.0, -0.0, -0.0, 4.0, 5790.0, 201.0]",0.5405474816415161
1567,6488,1,"[0, 1, 3, 610, 310, 0, 6, 0, 590, 60]","[0.0, 1.0, 3.0, 610.0, 310.0, -0.0, 5.0, 1.0, 590.0, 48.0]",0.5405770885553651
1568,2904,1,"[0, 1, 2, 1760, 1530, 1, 0, 0, 580, 120]","[0.0, 1.0, 2.0, 1760.0, 1530.0, 1.0, -0.0, 1.0, 580.0, 51.0]",0.5405996985856738
1569,6085,1,"[0, 1, 3, 870, 120, 0, 6, 0, 780, 60]","[0.0, 1.0, 3.0, 870.0, 120.0, -0.0, 5.0, 1.0, 780.0, 47.0]",0.5406304921241201
1570,2055,1,"[0, 1, 3, 3310, 230, 0, 0, 0, 3030, 160]","[0.0, 1.0, 3.0, 3310.0, 230.0, -0.0, -0.0, 1.0, 3030.0, 91.0]",0.540638815132171
1571,1488,1,"[0, 1, 2, 3240, 310, 0, 0, 0, 3240, 130]","[0.0, 1.0, 2.0, 3240.0, 310.0, -0.0, -0.0, 1.0, 3240.0, 61.0]",0.5406782751949417
1572,3683,1,"[0, 1, 3, 1460, 210, 0, 3, 0, 1460, 150]","[0.0, 1.0, 3.0, 1460.0, 208.0, -0.0, 3.0, 1.0, 1460.0, 81.0]",0.5407149865684974
1573,5113,0,"[1, 0, 2, 50, 50, 2, 6, 0, 10, 50]","[1.0, 0.0, 2.0, 50.0, 50.0, 2.0, 5.0, 1.0, 10.0, 37.0]",0.5407277787324399
1574,5653,0,"[1, 0, 2, 680, 0, 4, 4, 2, 680, 0]","[1.0, 0.0, 2.0, 680.0, -0.0, 3.0, 4.0, 3.0, 680.0, -0.0]",0.5407429353842516
1575,2575,0,"[1, 0, 3, 320, 260, 1, 6, 0, 320, 180]","[1.0, 0.0, 3.0, 320.0, 260.0, 1.0, 6.0, 1.0, 320.0, 110.0]",0.5408052743031377
1576,2916,1,"[0, 1, 2, 720, 90, 0, 6, 0, 570, 90]","[0.0, 1.0, 2.0, 720.0, 90.0, -0.0, 6.0, 1.0, 570.0, 20.0]",0.5408061133095181
1577,2120,1,"[0, 1, 2, 800, 70, 0, 6, 0, 770, 70]","[0.0, 1.0, 2.0, 800.0, 67.0, -0.0, 6.0, 1.0, 770.0, 0.0]",0.5409310292135068
1578,6179,0,"[1, 0, 3, 410, 410, 2, 6, 0, 0, 20]","[1.0, 0.0, 3.0, 410.0, 410.0, 2.0, 5.0, 1.0, 0.0, 6.0]",0.5409559573484632
1579,3951,0,"[1, 0, 2, 230, 30, 2, 6, 0, 230, 30]","[1.0, 0.0, 2.0, 230.0, 29.0, 2.0, 5.0, 1.0, 230.0, 16.0]",0.5410068389260125
1580,1164,0,"[1, 0, 2, 5110, 220, 0, 0, 0, 5110, 220]","[1.0, 0.0, 2.0, 5110.0, 220.0, -0.0, -0.0, 1.0, 5110.0, 149.0]",0.5410336254773878
1581,9305,1,"[0, 1, 3, 140, 100, 1, 5, 0, 140, 0]","[0.0, 1.0, 3.0, 140.0, 100.0, 0.0, 5.0, 1.0, 140.0, -0.0]",0.5411946663194656
1582,4885,0,"[1, 0, 2, 50, 50, 2, 6, 0, 30, 50]","[1.0, 0.0, 2.0, 50.0, 49.0, 2.0, 5.0, 1.0, 30.0, 35.0]",0.5411967154130877
1583,637,1,"[0, 1, 3, 1090, 80, 0, 6, 0, 950, 50]","[0.0, 1.0, 3.0, 1090.0, 79.0, -0.0, 5.0, 1.0, 950.0, 35.0]",0.5412018587900345
1584,4947,0,"[1, 0, 2, 470, 470, 1, 1, 0, 160, 470]","[1.0, 0.0, 2.0, 470.0, 470.0, 1.0, 1.0, 1.0, 160.0, 398.0]",0.5412142958068347
1585,8286,1,"[0, 1, 3, 710, 90, 0, 6, 0, 560, 90]","[0.0, 1.0, 3.0, 710.0, 87.0, -0.0, 6.0, 1.0, 560.0, 18.0]",0.5413133048467973
1586,1241,0,"[1, 0, 2, 1750, 920, 0, 3, 0, 670, 460]","[1.0, 0.0, 2.0, 1750.0, 920.0, -0.0, 3.0, 1.0, 670.0, 387.0]",0.5413417842829754
1587,6069,0,"[1, 0, 3, 60, 60, 2, 6, 0, 0, 50]","[1.0, 0.0, 3.0, 60.0, 60.0, 2.0, 5.0, 1.0, 0.0, 34.0]",0.541360590423227
1588,4161,1,"[0, 1, 1, 3190, 170, 0, 0, 0, 3070, 170]","[0.0, 1.0, 1.0, 3190.0, 170.0, -0.0, -0.0, 1.0, 3070.0, 97.0]",0.5413702873760431
1589,9267,0,"[1, 0, 0, 4580, 330, 0, 2, 0, 4580, 160]","[1.0, 0.0, -0.0, 4580.0, 330.0, -0.0, 2.0, 1.0, 4580.0, 87.0]",0.5413953777929168
1590,1864,0,"[1, 0, 3, 420, 490, 2, 6, 0, 40, 10]","[1.0, 0.0, 3.0, 420.0, 490.0, 1.0, 5.0, 0.0, 40.0, 10.0]",0.5414032342754374
1591,7406,0,"[1, 0, 3, 50, 50, 2, 6, 0, 10, 50]","[1.0, 0.0, 3.0, 50.0, 50.0, 2.0, 5.0, 1.0, 10.0, 33.0]",0.5414379468458701
1592,4447,1,"[0, 1, 3, 3720, 110, 0, 0, 0, 3720, 100]","[0.0, 1.0, 3.0, 3720.0, 110.0, -0.0, -0.0, 1.0, 3720.0, 27.0]",0.541457105045767
1593,5192,1,"[0, 1, 3, 450, 110, 0, 6, 0, 350, 110]","[0.0, 1.0, 3.0, 450.0, 107.0, -0.0, 6.0, 1.0, 350.0, 37.0]",0.5415205283050806
1594,6587,0,"[1, 0, 2, 690, 460, 1, 6, 0, 270, 180]","[1.0, 0.0, 2.0, 690.0, 460.0, 1.0, 6.0, 1.0, 270.0, 106.0]",0.5415295457142819
1595,5664,0,"[1, 0, 2, 210, 80, 2, 6, 0, 210, 30]","[1.0, 0.0, 2.0, 210.0, 80.0, 2.0, 5.0, 1.0, 210.0, 13.0]",0.5415437082065226
