NoDefaultNextMonth (label),Married,Single,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,EducationLevel_ord_0,EducationLevel_ord_1,EducationLevel_ord_2,EducationLevel_ord_3
0.0,1,0,7900,610,0,0,2,7430,610,1.0,1.0,1.0,0.0
0.0,1,0,1610,1610,2,3,1,150,930,1.0,1.0,1.0,0.0
0.0,1,0,1720,750,0,0,2,1010,750,1.0,1.0,1.0,0.0
0.0,0,1,620,40,0,0,0,540,40,1.0,1.0,1.0,0.0
0.0,1,0,280,50,0,6,0,170,40,1.0,1.0,0.0,0.0
0.0,0,1,950,60,0,2,0,950,60,1.0,1.0,1.0,1.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,780,60,0,0,0,620,40,1.0,1.0,1.0,0.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,1,0,780,780,2,6,0,220,0,1.0,1.0,1.0,1.0
0.0,1,0,5960,30,1,5,1,5960,0,1.0,1.0,1.0,1.0
0.0,0,1,620,80,0,2,4,560,80,1.0,1.0,1.0,0.0
0.0,0,1,320,320,3,6,0,160,60,1.0,1.0,1.0,1.0
0.0,0,1,740,110,0,6,0,680,0,1.0,1.0,1.0,1.0
0.0,0,1,920,90,0,5,0,920,60,1.0,1.0,1.0,0.0
0.0,0,1,330,340,3,6,0,150,110,1.0,1.0,1.0,1.0
0.0,1,0,100,110,4,6,0,20,40,1.0,1.0,1.0,0.0
0.0,1,0,1070,90,0,0,0,1010,70,1.0,1.0,0.0,0.0
0.0,1,0,980,310,0,6,0,980,310,1.0,1.0,0.0,0.0
0.0,0,1,60,60,4,6,0,0,60,1.0,1.0,1.0,1.0
0.0,1,0,640,640,3,6,0,70,430,1.0,1.0,1.0,1.0
0.0,0,1,900,60,0,3,0,840,60,1.0,1.0,1.0,0.0
0.0,1,0,2180,110,0,0,2,2180,110,1.0,1.0,0.0,0.0
0.0,1,0,20,20,1,6,0,20,20,1.0,1.0,1.0,1.0
0.0,1,0,850,60,0,0,6,850,60,1.0,1.0,0.0,0.0
0.0,1,0,2090,180,0,0,0,1900,180,1.0,1.0,1.0,0.0
0.0,0,1,370,350,2,6,0,320,350,1.0,1.0,1.0,1.0
0.0,1,0,1990,180,0,6,0,1600,180,1.0,1.0,1.0,0.0
0.0,0,1,4700,920,0,0,0,2530,310,1.0,1.0,1.0,0.0
0.0,0,1,1540,120,0,4,1,1540,120,1.0,1.0,1.0,1.0
0.0,0,1,3250,280,0,0,2,3250,280,1.0,1.0,1.0,0.0
0.0,1,0,940,940,4,6,0,90,170,1.0,1.0,1.0,1.0
0.0,0,1,630,240,0,6,0,570,50,1.0,1.0,1.0,1.0
0.0,0,1,2610,140,0,2,0,2610,110,1.0,1.0,1.0,1.0
0.0,0,1,390,190,0,6,0,160,30,1.0,1.0,1.0,1.0
0.0,0,1,0,0,6,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,6350,490,0,0,0,6350,260,1.0,1.0,1.0,0.0
0.0,0,1,3360,140,0,0,0,3210,130,1.0,1.0,1.0,1.0
0.0,1,0,1270,1270,3,6,0,650,1030,1.0,1.0,1.0,1.0
0.0,0,1,4090,210,0,0,6,4040,210,1.0,1.0,0.0,0.0
0.0,1,0,30,30,3,6,0,30,20,1.0,1.0,0.0,0.0
0.0,1,0,10,10,1,6,0,10,10,1.0,1.0,0.0,0.0
0.0,0,1,140,140,2,5,0,10,10,1.0,1.0,1.0,1.0
0.0,1,0,1430,1600,5,6,0,70,890,1.0,1.0,1.0,0.0
0.0,1,0,3100,310,0,0,6,3090,110,1.0,1.0,1.0,0.0
0.0,0,1,820,70,0,6,0,710,50,1.0,1.0,1.0,0.0
0.0,0,1,3090,130,0,0,0,3090,130,1.0,1.0,1.0,0.0
0.0,0,1,4990,4990,3,4,0,1020,4990,1.0,1.0,1.0,1.0
0.0,0,1,310,150,1,2,0,100,0,1.0,1.0,1.0,0.0
0.0,0,1,620,40,0,0,0,580,40,1.0,1.0,1.0,0.0
0.0,0,1,5700,280,0,0,2,5700,0,1.0,1.0,1.0,0.0
0.0,0,1,2630,150,0,0,0,2630,150,1.0,1.0,1.0,0.0
0.0,0,1,1840,190,0,0,0,1840,80,1.0,1.0,1.0,1.0
0.0,1,0,150,150,3,6,0,0,20,1.0,1.0,1.0,1.0
0.0,1,0,80,90,3,6,0,20,20,1.0,1.0,1.0,0.0
0.0,1,0,5510,5510,3,4,0,710,950,1.0,1.0,1.0,1.0
0.0,0,1,1140,520,2,5,0,1140,30,1.0,1.0,1.0,1.0
0.0,0,1,1470,90,0,1,0,1470,60,1.0,1.0,1.0,1.0
0.0,1,0,1290,480,1,3,1,1290,0,1.0,1.0,0.0,0.0
0.0,0,1,5670,1530,0,0,4,5670,240,1.0,1.0,0.0,0.0
0.0,1,0,910,910,3,5,0,10,210,1.0,1.0,0.0,0.0
0.0,0,1,6260,6260,1,5,0,730,0,1.0,1.0,1.0,0.0
0.0,1,0,1250,60,0,0,1,1250,60,1.0,1.0,0.0,0.0
0.0,1,0,2500,2500,1,5,0,590,2500,1.0,1.0,1.0,0.0
0.0,0,1,10,0,5,6,0,10,0,1.0,1.0,1.0,0.0
0.0,0,1,1570,3680,4,6,0,740,1600,1.0,0.0,0.0,0.0
0.0,0,1,12020,610,0,0,5,11800,460,1.0,1.0,1.0,1.0
0.0,0,1,1830,120,0,0,3,1800,90,1.0,1.0,0.0,0.0
0.0,1,0,780,540,2,6,0,780,430,1.0,1.0,1.0,1.0
0.0,0,1,600,70,0,0,3,600,40,1.0,1.0,1.0,1.0
0.0,0,1,3560,250,0,0,3,3560,130,1.0,1.0,1.0,0.0
0.0,1,0,1830,60,0,0,1,1830,60,1.0,1.0,1.0,0.0
0.0,0,1,2400,100,0,0,3,2400,100,1.0,1.0,1.0,0.0
0.0,0,1,20,20,1,6,0,0,20,1.0,1.0,1.0,1.0
0.0,0,0,1060,60,0,0,0,1060,50,1.0,1.0,1.0,0.0
0.0,0,1,300,300,3,6,0,200,30,1.0,1.0,1.0,1.0
0.0,1,0,240,250,2,6,0,0,60,1.0,1.0,1.0,1.0
0.0,0,1,9290,920,0,0,5,9290,430,1.0,1.0,1.0,1.0
0.0,0,1,3000,130,0,0,0,2930,130,1.0,1.0,1.0,1.0
0.0,0,1,490,360,3,6,0,490,340,1.0,1.0,1.0,1.0
0.0,0,1,3090,130,0,0,0,3030,130,1.0,1.0,0.0,0.0
0.0,1,0,270,90,0,6,0,270,90,1.0,1.0,1.0,0.0
0.0,0,1,50,30,0,6,0,50,30,1.0,1.0,1.0,1.0
0.0,0,1,6250,250,0,0,0,6250,250,1.0,1.0,1.0,0.0
0.0,0,1,1520,60,0,5,0,1520,60,1.0,1.0,1.0,0.0
0.0,1,0,1210,120,0,0,0,1030,120,1.0,1.0,1.0,1.0
0.0,0,1,190,190,2,5,0,0,0,1.0,1.0,1.0,0.0
0.0,1,0,12440,460,0,0,2,12440,460,1.0,1.0,1.0,1.0
0.0,0,1,1530,90,0,0,2,1520,50,1.0,1.0,1.0,0.0
0.0,0,1,580,580,2,6,0,230,580,1.0,1.0,1.0,0.0
0.0,0,1,990,1030,1,0,0,670,60,1.0,1.0,1.0,0.0
0.0,0,1,70,70,2,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,130,60,3,6,0,110,30,1.0,1.0,1.0,0.0
0.0,1,0,2870,150,1,4,2,2820,150,1.0,1.0,1.0,0.0
0.0,0,1,1390,140,0,0,6,1250,50,1.0,1.0,1.0,1.0
0.0,0,1,3640,1330,0,0,2,3640,610,1.0,1.0,0.0,0.0
0.0,0,1,890,60,0,1,4,840,60,1.0,1.0,1.0,0.0
0.0,1,0,5010,3570,1,0,0,5010,280,1.0,1.0,1.0,0.0
0.0,1,0,1490,60,0,0,3,1490,60,1.0,1.0,1.0,0.0
0.0,1,0,2130,610,0,2,0,950,610,1.0,1.0,1.0,0.0
0.0,1,0,370,370,3,6,0,0,30,1.0,1.0,1.0,1.0
0.0,1,0,2750,130,0,0,3,2750,100,1.0,1.0,0.0,0.0
0.0,0,1,1010,90,0,0,0,1000,60,1.0,1.0,1.0,1.0
0.0,0,1,2590,120,0,1,3,2590,120,1.0,1.0,0.0,0.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,0,1,6030,610,0,0,3,4920,240,1.0,1.0,1.0,1.0
0.0,1,0,650,360,2,6,0,650,300,1.0,1.0,1.0,0.0
0.0,1,0,2780,220,0,0,6,2630,0,1.0,1.0,1.0,0.0
0.0,0,1,1200,920,0,0,0,1120,60,1.0,1.0,1.0,1.0
0.0,1,0,1080,1110,4,5,0,0,1110,1.0,1.0,1.0,1.0
0.0,0,1,40,40,1,6,0,0,40,1.0,1.0,1.0,1.0
0.0,1,0,1770,150,2,4,0,1650,150,1.0,1.0,1.0,1.0
0.0,0,1,530,50,0,6,0,440,50,1.0,1.0,1.0,0.0
0.0,1,0,3870,2600,2,5,0,1840,1220,1.0,1.0,1.0,0.0
0.0,0,1,3240,310,0,0,0,3240,130,1.0,1.0,1.0,0.0
0.0,1,0,40,20,1,6,0,40,10,1.0,1.0,1.0,0.0
0.0,0,1,890,60,0,1,4,840,60,1.0,1.0,1.0,0.0
0.0,0,1,1740,80,0,0,0,1740,0,1.0,1.0,1.0,0.0
0.0,1,0,290,290,3,6,0,180,290,1.0,1.0,1.0,1.0
0.0,0,1,1410,120,0,6,0,1070,120,1.0,1.0,1.0,1.0
0.0,1,0,8440,9980,1,5,0,3370,110,1.0,1.0,1.0,0.0
0.0,1,0,9960,4900,0,0,2,5660,4900,1.0,1.0,1.0,1.0
0.0,1,0,680,680,1,6,0,680,200,1.0,1.0,1.0,0.0
0.0,0,1,230,230,4,6,0,20,220,1.0,1.0,1.0,1.0
0.0,0,1,760,90,0,0,2,620,0,1.0,1.0,1.0,0.0
0.0,0,1,810,50,0,0,0,810,50,1.0,1.0,1.0,1.0
0.0,0,1,330,330,3,6,0,50,40,1.0,1.0,1.0,1.0
0.0,1,0,1870,160,0,0,0,1720,90,1.0,1.0,1.0,0.0
0.0,0,1,13970,520,1,5,1,13970,30,1.0,1.0,1.0,0.0
0.0,0,1,70,90,2,6,0,0,10,1.0,1.0,1.0,1.0
0.0,0,1,880,150,1,6,0,780,150,1.0,1.0,1.0,1.0
0.0,0,1,170,60,0,6,0,170,60,1.0,1.0,1.0,0.0
0.0,0,1,5630,310,0,0,0,5630,230,1.0,1.0,1.0,0.0
0.0,0,1,1060,60,0,6,0,1060,60,1.0,1.0,1.0,0.0
0.0,1,0,110,40,3,6,0,80,30,1.0,1.0,1.0,0.0
0.0,0,1,10,10,0,6,0,10,10,1.0,1.0,1.0,1.0
0.0,0,1,4510,180,0,0,0,4270,180,1.0,1.0,1.0,1.0
0.0,0,1,5440,210,0,0,0,5180,190,1.0,1.0,1.0,0.0
0.0,0,1,2010,150,0,1,1,2010,60,1.0,1.0,1.0,0.0
0.0,0,1,660,150,0,6,0,310,90,1.0,1.0,1.0,1.0
0.0,0,1,700,60,0,0,0,570,50,1.0,1.0,1.0,0.0
0.0,1,0,5170,200,0,0,0,5170,200,1.0,1.0,1.0,0.0
0.0,1,0,730,200,1,6,0,730,90,1.0,1.0,1.0,0.0
0.0,0,1,70,80,3,6,0,60,80,1.0,1.0,1.0,1.0
0.0,1,0,20,40,1,6,0,20,20,1.0,1.0,1.0,1.0
0.0,0,1,13860,540,0,0,6,13730,540,1.0,1.0,1.0,0.0
0.0,1,0,3010,210,0,0,0,3010,120,1.0,1.0,1.0,1.0
0.0,1,0,1420,370,0,1,0,1190,370,1.0,1.0,1.0,1.0
0.0,0,1,410,410,3,6,0,60,0,1.0,1.0,1.0,1.0
0.0,1,0,0,0,0,6,0,0,0,1.0,1.0,0.0,0.0
0.0,1,0,740,40,0,5,0,640,40,1.0,1.0,1.0,1.0
0.0,0,1,6650,3360,1,1,2,6650,220,1.0,1.0,1.0,0.0
0.0,0,1,3310,400,0,0,0,3200,110,1.0,1.0,1.0,0.0
0.0,1,0,9940,3210,1,2,1,9940,310,1.0,1.0,1.0,1.0
0.0,0,1,1540,150,1,3,0,1540,90,1.0,1.0,1.0,0.0
0.0,1,0,2380,150,0,0,0,2020,150,1.0,1.0,1.0,1.0
0.0,0,1,2760,2520,1,1,4,2700,100,1.0,1.0,1.0,1.0
0.0,1,0,790,150,0,2,0,700,50,1.0,1.0,1.0,1.0
0.0,1,0,10160,460,0,0,5,10110,460,1.0,1.0,1.0,0.0
0.0,1,0,620,520,3,6,0,620,30,1.0,1.0,1.0,0.0
0.0,0,1,320,40,0,0,6,270,40,1.0,1.0,1.0,0.0
0.0,0,1,3290,120,0,0,2,3290,110,1.0,1.0,1.0,0.0
0.0,1,0,180,180,2,6,0,120,30,1.0,1.0,1.0,1.0
0.0,1,0,2070,80,0,0,3,2070,80,1.0,1.0,0.0,0.0
0.0,0,1,1390,1400,2,4,0,340,1400,1.0,1.0,0.0,0.0
0.0,1,0,2570,150,0,0,0,2500,90,1.0,1.0,1.0,0.0
0.0,0,1,490,490,1,0,1,140,30,1.0,1.0,1.0,0.0
0.0,0,1,130,0,0,6,0,130,0,1.0,1.0,1.0,0.0
0.0,1,0,2260,1470,1,1,1,1250,90,1.0,1.0,1.0,0.0
0.0,1,0,5110,610,0,0,3,4850,240,1.0,1.0,0.0,0.0
0.0,0,1,60,60,3,6,0,30,0,1.0,1.0,1.0,1.0
0.0,1,0,590,580,0,6,0,590,580,1.0,1.0,1.0,1.0
0.0,1,0,3320,310,0,0,0,2960,310,1.0,1.0,1.0,0.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,0,1,2880,200,0,0,6,2750,130,1.0,1.0,1.0,1.0
0.0,0,1,1430,210,0,2,0,870,150,1.0,1.0,1.0,0.0
0.0,0,1,360,250,1,6,0,40,30,1.0,1.0,0.0,0.0
0.0,0,1,390,390,2,4,0,70,30,1.0,1.0,0.0,0.0
0.0,1,0,2320,310,0,0,0,1720,150,1.0,1.0,1.0,0.0
0.0,0,1,960,160,0,6,0,760,150,1.0,1.0,1.0,0.0
0.0,0,1,1550,700,0,0,3,1490,150,1.0,1.0,1.0,0.0
0.0,0,1,320,0,0,1,5,320,0,1.0,1.0,1.0,1.0
0.0,0,1,4150,260,0,0,3,4150,260,1.0,1.0,1.0,0.0
0.0,0,1,4080,190,0,1,0,3960,190,1.0,1.0,0.0,0.0
0.0,1,0,16110,1010,0,0,5,13860,780,1.0,1.0,0.0,0.0
0.0,1,0,450,440,2,6,0,450,380,1.0,1.0,1.0,1.0
0.0,0,1,620,120,0,0,2,510,120,1.0,1.0,0.0,0.0
0.0,0,1,700,710,3,6,0,260,210,1.0,1.0,1.0,1.0
0.0,0,1,520,60,0,0,0,460,60,1.0,1.0,1.0,1.0
0.0,1,0,500,80,0,0,0,450,50,1.0,1.0,0.0,0.0
0.0,1,0,3850,250,0,0,2,3710,250,1.0,1.0,1.0,0.0
0.0,1,0,250,250,2,6,0,240,250,1.0,1.0,1.0,0.0
0.0,1,0,610,320,2,4,1,610,10,1.0,1.0,1.0,1.0
0.0,0,1,580,80,0,0,0,460,40,1.0,1.0,1.0,1.0
0.0,0,1,3170,160,0,0,0,3010,120,1.0,1.0,1.0,0.0
0.0,0,1,70,90,2,6,0,70,50,1.0,1.0,1.0,0.0
0.0,1,0,1500,70,0,0,3,1470,60,1.0,1.0,1.0,0.0
0.0,1,0,210,340,3,6,0,60,40,1.0,1.0,1.0,1.0
0.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,0,1,1110,80,0,0,5,960,60,1.0,1.0,1.0,0.0
0.0,1,0,4220,390,0,0,4,3940,390,1.0,1.0,1.0,1.0
0.0,1,0,80,80,2,6,0,0,0,1.0,1.0,0.0,0.0
0.0,1,0,20,20,1,6,0,10,10,1.0,1.0,1.0,0.0
0.0,1,0,1580,70,0,2,0,1510,60,1.0,1.0,0.0,0.0
0.0,1,0,330,60,0,6,0,330,40,1.0,1.0,1.0,0.0
0.0,0,1,5160,310,0,0,5,4510,310,1.0,1.0,1.0,0.0
0.0,1,0,4720,230,0,0,0,4720,230,1.0,1.0,0.0,0.0
0.0,1,0,2180,2180,3,1,0,900,1680,1.0,1.0,1.0,1.0
0.0,0,1,4050,120,0,0,1,4050,120,1.0,1.0,1.0,0.0
0.0,0,1,2120,90,0,1,2,2120,90,1.0,1.0,1.0,0.0
0.0,0,1,9640,420,0,2,3,9310,380,1.0,1.0,1.0,1.0
0.0,1,0,11670,610,0,0,0,10930,460,1.0,1.0,1.0,1.0
0.0,0,1,60,70,2,6,0,10,10,1.0,1.0,1.0,0.0
0.0,1,0,3370,1530,0,3,0,1000,920,1.0,1.0,1.0,1.0
0.0,1,0,440,440,2,6,0,0,0,1.0,1.0,1.0,1.0
0.0,0,1,20,240,1,6,0,20,20,1.0,1.0,1.0,1.0
0.0,1,0,1010,50,0,0,0,970,50,1.0,1.0,1.0,0.0
0.0,0,1,1050,150,0,6,0,810,150,1.0,1.0,1.0,1.0
0.0,1,0,2010,90,0,0,0,2010,80,1.0,1.0,1.0,0.0
0.0,0,1,300,300,1,2,2,160,20,1.0,1.0,1.0,0.0
0.0,1,0,3010,1600,1,4,0,3010,1600,1.0,1.0,0.0,0.0
0.0,0,1,10,90,1,6,0,10,10,1.0,1.0,1.0,1.0
0.0,1,0,10,10,0,6,0,10,10,1.0,1.0,1.0,0.0
0.0,1,0,60,1530,3,6,0,0,0,1.0,1.0,1.0,1.0
0.0,0,1,840,0,0,5,0,840,0,1.0,1.0,1.0,0.0
0.0,0,1,240,210,3,5,0,70,210,1.0,1.0,0.0,0.0
0.0,0,1,320,220,2,6,0,260,150,1.0,1.0,1.0,1.0
0.0,0,1,30,30,2,6,0,10,30,1.0,1.0,1.0,1.0
0.0,1,0,1510,90,0,0,0,1310,60,1.0,1.0,1.0,0.0
0.0,1,0,530,50,0,0,0,460,0,1.0,1.0,1.0,0.0
0.0,0,1,1670,120,0,0,6,1670,50,1.0,1.0,0.0,0.0
0.0,0,1,40,80,2,6,0,10,10,1.0,1.0,1.0,0.0
0.0,1,0,4430,330,0,0,6,4160,200,1.0,1.0,0.0,0.0
0.0,1,0,1540,60,0,0,3,1540,60,1.0,1.0,1.0,0.0
0.0,1,0,1470,120,0,1,4,1370,120,1.0,1.0,0.0,0.0
0.0,1,0,620,90,0,4,0,530,40,1.0,1.0,1.0,1.0
0.0,1,0,1880,1400,2,4,0,1880,1400,1.0,1.0,1.0,0.0
0.0,1,0,260,260,2,6,0,20,20,1.0,1.0,1.0,0.0
0.0,0,1,9950,610,0,0,6,9300,610,1.0,1.0,1.0,1.0
0.0,1,0,300,90,0,6,0,160,90,1.0,1.0,1.0,0.0
0.0,0,1,2100,90,0,0,0,2000,90,1.0,1.0,1.0,1.0
0.0,0,1,470,460,4,6,0,0,90,1.0,0.0,0.0,0.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,0,1,2370,130,0,1,4,2300,130,1.0,1.0,1.0,1.0
0.0,1,0,410,350,2,6,0,410,350,1.0,1.0,1.0,0.0
0.0,0,1,2740,130,0,0,0,2510,120,1.0,1.0,1.0,0.0
0.0,1,0,580,150,0,0,1,250,120,1.0,1.0,1.0,0.0
0.0,0,1,810,930,1,2,0,810,90,1.0,1.0,1.0,0.0
0.0,1,0,490,490,2,6,0,10,10,1.0,1.0,1.0,0.0
0.0,0,1,3420,150,0,0,0,3420,150,1.0,1.0,1.0,1.0
0.0,0,1,70,70,2,6,0,30,0,1.0,1.0,1.0,1.0
0.0,1,0,20,20,3,6,0,10,20,1.0,1.0,0.0,0.0
0.0,0,1,360,360,1,6,0,210,100,1.0,1.0,1.0,1.0
0.0,1,0,420,90,0,6,0,290,30,1.0,1.0,1.0,1.0
0.0,0,1,2180,90,0,0,3,2120,90,1.0,1.0,1.0,1.0
0.0,1,0,230,240,2,6,0,230,240,1.0,1.0,1.0,1.0
0.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,1,0,150,150,2,6,0,10,0,1.0,1.0,1.0,0.0
0.0,1,0,3280,180,0,0,0,3240,180,1.0,1.0,0.0,0.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,1340,690,0,3,0,1340,70,1.0,1.0,1.0,0.0
0.0,1,0,450,450,1,6,0,20,10,1.0,1.0,1.0,0.0
0.0,1,0,70,130,3,6,0,20,70,1.0,1.0,1.0,1.0
0.0,0,1,520,80,0,6,0,510,80,1.0,1.0,1.0,0.0
0.0,0,1,380,40,0,0,0,310,40,1.0,1.0,0.0,0.0
0.0,0,1,90,80,1,6,0,90,0,1.0,0.0,0.0,0.0
0.0,0,1,540,40,0,0,4,460,30,1.0,1.0,1.0,1.0
0.0,1,0,2950,360,0,0,0,2560,150,1.0,1.0,1.0,0.0
0.0,1,0,1410,70,0,0,0,1410,70,1.0,1.0,1.0,0.0
0.0,0,1,1790,1800,2,6,0,570,30,1.0,1.0,1.0,1.0
0.0,1,0,4230,150,0,0,0,4140,150,1.0,1.0,1.0,0.0
0.0,0,1,1880,90,0,0,0,1730,90,1.0,1.0,1.0,1.0
0.0,0,1,4270,210,0,0,0,4270,210,1.0,1.0,1.0,1.0
0.0,1,0,5430,240,0,0,0,5420,190,1.0,1.0,1.0,1.0
0.0,0,1,1540,80,0,0,3,1500,80,1.0,1.0,0.0,0.0
0.0,1,0,120,120,1,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,1920,140,0,0,0,1800,90,1.0,1.0,1.0,0.0
0.0,0,1,580,1140,2,3,0,360,30,1.0,1.0,1.0,0.0
0.0,0,1,3560,210,0,0,2,3560,150,1.0,1.0,1.0,0.0
0.0,1,0,1080,50,0,0,0,1080,50,1.0,1.0,1.0,0.0
0.0,1,0,2350,640,1,1,2,2350,60,1.0,1.0,1.0,0.0
0.0,0,1,640,150,0,0,5,370,120,1.0,1.0,0.0,0.0
0.0,0,1,310,310,3,6,0,310,310,1.0,1.0,1.0,0.0
0.0,0,1,1420,1120,2,2,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,2360,140,0,0,0,2360,140,1.0,1.0,1.0,0.0
0.0,0,1,1560,80,0,0,3,1520,80,1.0,1.0,1.0,1.0
0.0,0,1,5150,240,0,0,0,5030,190,1.0,1.0,1.0,1.0
0.0,0,1,330,330,4,6,0,120,180,1.0,1.0,1.0,1.0
0.0,0,1,2400,90,0,0,0,2260,0,1.0,1.0,1.0,1.0
0.0,1,0,640,80,0,4,0,540,0,1.0,1.0,1.0,0.0
0.0,0,1,4870,1820,1,2,0,1780,1720,1.0,1.0,1.0,1.0
0.0,0,1,1560,120,0,0,6,1460,100,1.0,1.0,1.0,0.0
0.0,0,1,580,70,0,0,0,510,0,1.0,1.0,1.0,0.0
0.0,0,1,1940,90,0,0,0,1730,90,1.0,1.0,1.0,1.0
0.0,0,1,1060,310,0,6,0,1060,60,1.0,1.0,1.0,0.0
0.0,0,1,600,600,1,5,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,4320,930,0,2,0,4320,180,1.0,1.0,1.0,0.0
0.0,0,1,20,20,1,6,0,0,0,1.0,1.0,1.0,0.0
0.0,0,1,1860,920,1,0,4,1800,110,1.0,1.0,1.0,1.0
0.0,1,0,200,200,2,6,0,70,0,1.0,1.0,0.0,0.0
0.0,1,0,5220,430,2,3,3,5220,430,1.0,0.0,0.0,0.0
0.0,0,0,530,530,3,6,0,30,530,1.0,1.0,0.0,0.0
0.0,0,1,580,120,0,0,0,400,120,1.0,1.0,1.0,0.0
0.0,0,1,340,340,3,6,0,60,340,1.0,1.0,1.0,1.0
0.0,0,1,1030,1070,1,1,0,960,50,1.0,1.0,1.0,0.0
0.0,0,1,110,110,4,6,0,30,100,1.0,1.0,1.0,1.0
0.0,0,1,2070,100,0,0,3,2070,90,1.0,1.0,1.0,0.0
0.0,0,1,2900,1830,2,3,0,1620,1830,1.0,1.0,1.0,1.0
0.0,0,1,850,150,0,0,0,720,150,1.0,1.0,1.0,0.0
0.0,0,1,3910,210,0,0,0,3910,120,1.0,1.0,1.0,0.0
0.0,1,0,2270,80,0,0,1,2270,60,1.0,1.0,1.0,0.0
0.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,5480,240,0,0,0,5120,200,1.0,1.0,1.0,0.0
0.0,1,0,7210,260,0,0,0,7210,260,1.0,1.0,1.0,1.0
0.0,1,0,790,550,2,6,0,790,410,1.0,1.0,1.0,1.0
0.0,0,1,630,220,0,0,5,440,200,1.0,1.0,1.0,1.0
0.0,0,1,4530,4530,2,4,0,1890,2430,1.0,1.0,1.0,0.0
0.0,1,0,0,0,0,6,0,0,0,1.0,1.0,1.0,0.0
0.0,1,0,1410,1530,2,6,0,330,1530,1.0,1.0,1.0,1.0
0.0,1,0,1020,70,0,6,0,980,0,1.0,1.0,1.0,0.0
0.0,0,1,0,0,0,6,0,0,0,1.0,1.0,1.0,1.0
0.0,0,1,490,90,0,6,0,280,90,1.0,1.0,1.0,1.0
0.0,1,0,700,240,0,6,0,700,50,1.0,1.0,1.0,1.0
0.0,1,0,1490,60,0,0,3,1460,60,1.0,1.0,1.0,0.0
0.0,0,1,510,90,0,6,0,490,60,1.0,1.0,1.0,1.0
0.0,0,1,14840,610,0,0,1,14840,610,1.0,1.0,1.0,0.0
0.0,1,0,130,130,2,6,0,120,100,1.0,1.0,1.0,1.0
0.0,0,1,610,210,0,6,0,370,210,1.0,1.0,1.0,0.0
0.0,0,1,980,860,1,6,0,10,0,1.0,1.0,1.0,0.0
0.0,1,0,900,830,1,1,3,900,110,1.0,1.0,1.0,0.0
0.0,0,1,3140,90,0,0,1,3140,90,1.0,1.0,0.0,0.0
0.0,0,1,380,40,0,6,0,320,40,1.0,1.0,1.0,1.0
0.0,0,1,80,80,0,6,0,80,80,1.0,1.0,0.0,0.0
0.0,0,1,6210,270,0,0,0,5670,210,1.0,1.0,1.0,0.0
0.0,1,0,230,230,1,6,0,60,230,1.0,1.0,1.0,1.0
0.0,1,0,1450,90,3,4,1,1450,90,1.0,1.0,1.0,1.0
0.0,1,0,650,50,0,6,0,650,50,1.0,1.0,1.0,0.0
0.0,0,1,330,70,2,5,0,330,20,1.0,1.0,1.0,0.0
0.0,0,1,600,40,0,0,0,560,40,1.0,1.0,1.0,0.0
0.0,1,0,3300,1970,0,0,6,3100,150,1.0,1.0,1.0,0.0
0.0,0,1,500,500,3,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,12810,610,0,0,1,12810,400,1.0,1.0,1.0,1.0
0.0,1,0,3060,670,0,0,0,2770,310,1.0,1.0,1.0,0.0
0.0,1,0,640,640,3,6,0,180,640,1.0,1.0,1.0,0.0
0.0,0,1,610,90,0,2,0,540,90,1.0,1.0,1.0,0.0
0.0,0,1,290,40,0,0,2,290,40,1.0,1.0,0.0,0.0
0.0,1,0,30040,27360,1,0,5,29450,1550,1.0,1.0,1.0,1.0
0.0,1,0,1510,1510,1,5,0,350,150,1.0,1.0,0.0,0.0
0.0,1,0,60,60,4,6,0,0,0,1.0,1.0,1.0,1.0
0.0,1,0,270,60,0,6,0,260,40,1.0,1.0,0.0,0.0
0.0,0,1,1830,310,0,0,4,1830,310,1.0,1.0,1.0,1.0
0.0,1,0,710,150,0,0,0,480,50,1.0,1.0,1.0,0.0
0.0,1,0,3900,150,0,1,1,3900,60,1.0,1.0,1.0,0.0
