GoodCustomer,Gender,Single,Age,Duration,LoanPurpose,LoanAmount,LoanRateAtPercentOfIncome,HasCheckingAccount,HasSavingsAccount,NumberOfExistingLoans,NumberOfLiableIndividuals,HasOtherDebtor,LengthOfEmployment,JobType,Unemployed,RentsOwnsHome,YearsInCurrentHome,HasTelephone
-1,1,1,32,9,6,1136,4,1,1,2,2,0,4,2,0,2,3,0
1,2,0,23,9,4,1236,1,0,1,1,1,0,1,2,0,0,4,1
-1,2,0,29,9,2,959,1,1,1,1,1,0,2,2,0,1,2,0
1,1,1,38,18,1,3229,2,0,0,1,1,0,0,3,1,1,4,1
-1,1,1,28,12,3,6199,4,1,1,2,1,0,2,2,0,0,2,1
1,1,1,46,10,6,727,4,0,1,1,1,0,4,2,0,2,4,1
-1,1,1,23,24,0,1246,4,1,1,1,1,0,1,1,0,1,2,0
1,1,1,49,12,3,2331,1,0,0,1,1,1,4,2,0,1,4,1
-1,1,1,26,36,3,4463,4,0,1,2,1,0,2,3,0,1,2,1
1,1,0,28,12,3,776,4,0,1,1,1,0,2,2,0,1,2,0
-1,2,0,23,30,2,2406,4,1,1,1,1,0,3,2,0,0,4,0
1,1,1,61,18,6,1239,4,1,0,1,1,0,2,2,0,2,4,0
1,1,1,37,12,3,3399,2,1,0,1,1,0,4,3,0,1,3,0
1,2,0,36,12,0,2247,2,1,1,2,1,0,2,2,0,1,2,1
1,1,0,21,6,2,1766,1,0,1,1,1,0,2,2,0,0,2,0
-1,1,1,25,18,2,2473,4,1,1,1,1,0,0,0,1,1,1,0
1,1,1,36,12,9,1542,2,0,1,1,1,0,3,2,0,1,4,1
1,1,1,27,18,1,3850,3,0,1,2,1,0,3,2,0,1,1,0
1,2,0,22,18,2,3650,1,1,1,1,1,0,1,2,0,0,4,0
-1,1,1,42,36,2,3446,4,1,1,1,2,0,4,2,0,1,2,0
1,2,0,40,18,2,3001,2,1,1,1,1,0,3,2,0,0,4,0
1,1,1,36,36,0,3079,4,0,0,1,1,0,2,2,0,1,4,0
1,1,1,33,18,3,6070,3,0,1,2,1,0,4,2,0,1,4,1
1,2,0,23,10,2,2146,1,0,1,2,1,0,1,2,0,0,3,0
1,1,1,63,60,0,13756,2,0,0,1,1,0,4,3,0,2,4,1
-1,2,0,60,60,10,14782,3,1,1,2,1,0,4,3,0,2,4,1
-1,2,0,37,48,9,7685,2,1,1,1,1,2,3,2,0,0,4,0
1,1,0,34,18,3,2320,2,0,1,2,1,0,0,2,1,1,3,0
1,1,1,36,7,3,846,3,0,0,1,1,0,4,2,0,2,4,0
-1,1,1,57,36,0,14318,4,1,1,1,1,0,4,3,0,2,2,1
1,2,0,52,6,0,362,4,0,1,2,1,0,2,1,0,1,4,0
1,1,1,39,20,2,2212,4,1,0,1,1,0,3,2,0,1,4,1
-1,2,0,38,18,1,12976,3,1,1,1,1,0,0,3,1,2,4,1
1,2,0,25,22,0,1283,4,0,0,1,1,0,3,2,0,0,4,0
1,1,1,26,12,0,1330,4,1,1,1,1,0,1,2,0,1,1,0
1,1,1,26,30,9,4272,2,0,1,2,1,0,2,1,0,1,2,0
1,2,0,25,18,3,2238,2,0,1,2,1,0,2,2,0,1,1,0
1,2,0,21,18,3,1126,4,0,0,1,1,0,1,2,0,0,2,1
1,1,1,40,18,2,7374,4,1,1,2,1,0,0,3,1,1,4,1
1,1,1,27,15,9,2326,2,1,1,1,1,0,2,2,0,1,4,0
1,2,0,27,9,9,1449,3,0,1,2,1,0,3,2,0,1,2,0
1,1,0,30,18,0,1820,2,0,1,1,1,0,2,3,0,1,2,1
1,2,0,19,12,2,983,1,1,1,1,1,0,1,1,0,0,4,0
1,1,1,39,36,0,3249,2,1,1,1,2,0,3,3,0,2,4,1
1,2,0,31,6,3,1957,1,1,1,1,1,0,3,2,0,1,4,0
1,1,1,31,9,2,2406,2,0,1,1,1,0,0,3,1,1,3,0
1,1,1,32,39,6,11760,2,1,1,1,1,0,3,2,0,0,3,1
1,2,0,55,12,2,2578,3,1,1,1,1,0,0,3,1,2,4,0
1,1,0,46,36,2,2348,3,1,1,2,1,0,2,2,0,1,2,1
-1,1,0,46,12,0,1223,1,1,1,2,1,0,4,2,0,0,1,0
1,2,0,43,24,3,1516,4,0,1,2,1,0,2,1,0,1,1,0
1,1,0,39,18,3,1473,3,0,1,1,1,0,1,2,0,1,4,1
1,1,0,28,18,9,1887,4,1,0,2,1,0,2,2,0,1,4,0
-1,1,1,27,24,9,8648,2,0,1,2,1,0,1,2,0,1,2,1
1,1,1,27,14,0,802,4,0,1,2,1,0,2,1,0,1,2,0
1,1,1,43,18,0,2899,4,1,0,1,2,0,4,2,0,1,4,0
-1,1,0,22,24,3,2039,1,1,1,1,1,0,1,2,0,1,1,1
1,1,1,43,24,1,2197,4,0,0,2,2,0,3,2,0,1,4,1
1,1,0,27,15,3,1053,4,1,1,1,1,0,1,2,0,1,2,0
1,1,0,26,24,3,3235,3,0,1,1,1,0,4,3,0,1,2,1
-1,1,0,28,12,0,939,4,1,1,3,1,0,3,2,0,1,2,1
1,2,0,20,24,3,1967,4,1,1,1,1,0,4,2,0,1,4,1
1,1,1,35,33,1,7253,3,0,1,2,1,0,3,3,0,1,2,1
-1,1,1,42,12,9,2292,4,0,1,2,1,0,0,3,1,1,2,1
1,1,1,40,10,0,1597,3,0,1,1,2,0,2,1,0,0,2,0
-1,2,0,35,24,0,1381,4,1,0,1,1,0,2,2,0,1,2,0
1,1,1,35,36,1,5842,2,0,1,2,2,0,4,2,0,1,2,1
-1,1,1,33,12,0,2579,4,1,1,1,2,0,1,1,0,1,1,0
1,2,0,23,18,6,8471,1,1,0,2,1,0,2,2,0,0,2,1
1,2,0,31,21,0,2782,1,0,1,1,1,0,3,3,0,1,2,0
-1,2,0,33,18,0,1042,4,1,0,1,1,0,2,2,0,1,2,0
1,2,0,20,15,0,3186,2,0,1,1,1,0,3,2,0,0,3,0
1,1,1,30,12,1,2028,4,1,0,1,1,0,2,2,0,1,2,0
1,1,1,47,12,0,958,2,1,1,2,2,0,3,1,0,1,3,0
1,1,1,34,21,2,1591,4,0,1,2,1,0,3,3,0,1,3,0
-1,2,0,25,12,2,2762,1,1,0,1,1,0,4,2,0,1,2,1
1,1,0,21,18,1,2779,1,1,1,1,1,0,2,2,0,0,3,1
1,1,1,29,28,3,2743,4,0,1,2,1,0,4,2,0,1,2,0
1,1,1,46,18,3,1149,4,0,1,2,1,0,2,2,0,1,3,0
1,1,1,20,9,2,1313,1,0,1,1,1,0,4,2,0,1,4,0
-1,2,0,55,18,5,1190,2,1,1,3,2,0,0,0,1,2,4,0
1,1,1,74,5,9,3448,1,0,1,1,1,0,3,1,0,1,4,0
-1,1,1,29,24,10,11328,2,1,1,2,1,1,2,3,0,1,3,1
1,1,1,36,6,2,1872,4,1,1,3,1,0,0,3,1,2,4,1
1,1,0,33,24,5,2058,4,0,1,2,1,0,2,2,0,1,2,1
1,1,1,25,9,2,2136,3,1,1,1,1,0,2,2,0,1,2,0
-1,1,0,25,12,3,1484,2,1,0,1,1,0,2,2,0,1,1,1
1,1,0,23,6,5,660,2,0,1,1,1,0,3,1,0,0,4,0
1,2,0,37,24,0,1287,4,0,1,2,1,0,4,2,0,1,4,1
1,1,1,65,42,5,3394,4,1,1,2,1,1,0,0,1,1,4,0
-1,2,0,26,12,9,609,4,1,1,1,1,0,1,0,0,1,1,0
1,1,1,39,12,0,1884,4,0,1,1,1,0,4,3,0,1,4,1
1,2,0,30,12,2,1620,2,1,1,1,1,1,2,2,0,1,3,0
1,1,1,29,20,10,2629,2,1,1,2,1,0,2,2,0,1,3,1
-1,1,1,41,12,6,719,4,0,1,1,2,0,4,1,0,1,4,0
-1,2,0,30,48,2,5096,2,1,1,1,1,0,2,3,0,1,3,1
1,2,0,41,9,6,1244,4,0,0,2,1,0,4,1,0,0,4,0
-1,2,0,34,36,0,1842,4,1,1,1,1,0,1,2,0,1,4,1
1,1,1,35,7,3,2576,2,1,1,1,1,2,2,2,0,1,2,0
1,2,0,55,12,2,1424,3,1,0,1,1,0,4,3,0,1,4,1
-1,1,0,61,15,5,1512,3,1,1,2,1,0,2,2,0,1,3,0
1,1,1,30,36,1,11054,4,0,0,1,1,0,2,3,0,1,2,1
1,2,0,29,6,3,518,3,0,1,1,1,0,2,2,0,1,1,0
1,1,1,34,12,2,2759,2,0,1,2,1,0,4,2,0,1,4,0
1,1,1,35,24,1,2670,4,0,1,1,1,0,4,3,0,1,4,1
-1,1,1,31,24,0,4817,2,1,1,1,1,1,3,2,0,1,3,1
1,2,0,29,24,1,2679,4,0,1,1,1,0,1,3,0,1,1,1
1,1,1,36,11,0,3905,2,1,1,2,2,0,2,2,0,0,2,0
-1,1,1,35,12,1,3386,3,1,1,1,1,0,4,2,0,2,4,1
1,2,0,27,6,4,343,4,1,1,1,1,0,1,2,0,1,1,0
1,1,1,32,18,3,4594,3,0,1,1,1,0,1,2,0,1,2,1
1,1,1,37,36,2,3620,1,1,1,1,2,2,2,2,0,1,2,0
1,1,1,36,15,0,1721,2,1,1,1,1,0,1,2,0,1,3,0
1,2,0,34,12,2,3017,3,1,1,1,1,0,1,3,0,0,1,0
1,1,1,38,12,8,754,4,1,0,2,1,0,4,2,0,1,4,0
1,1,1,34,18,9,1950,4,0,1,2,1,0,3,2,0,1,1,1
1,1,1,63,24,1,2924,3,1,1,1,2,2,2,2,0,1,4,1
-1,2,0,29,24,3,1659,4,1,1,1,1,0,1,1,0,0,2,1
1,1,1,32,48,3,7238,3,0,0,2,2,0,4,2,0,1,3,0
1,2,0,26,33,9,2764,2,0,1,2,1,0,2,2,0,1,2,1
1,1,1,35,24,1,4679,3,0,1,2,1,0,3,1,0,1,3,1
-1,1,0,22,24,3,3092,3,1,1,1,1,0,1,2,0,0,2,1
-1,2,0,23,6,6,448,4,1,1,1,1,0,1,2,0,1,4,0
-1,1,1,28,9,0,654,4,1,1,1,1,0,2,1,0,1,3,0
1,1,1,36,6,8,1238,4,0,0,1,2,0,0,3,1,1,4,1
-1,1,0,33,18,3,1245,4,1,1,1,1,0,2,2,0,1,2,0
-1,2,0,26,18,2,3114,1,1,1,1,1,0,1,2,0,0,4,0
1,1,1,24,39,1,2569,4,0,1,1,1,0,2,2,0,1,4,0
1,1,1,25,24,3,5152,4,1,1,1,1,0,3,2,0,1,2,0
1,1,1,39,12,9,1037,3,1,1,1,1,0,3,1,0,1,4,0
1,1,1,44,15,2,1478,4,1,1,2,2,0,4,2,0,1,4,1
1,2,0,23,12,3,3573,1,1,1,1,1,0,2,1,0,1,1,0
1,1,1,26,24,0,1201,4,1,1,1,1,0,1,2,0,1,1,0
1,2,0,57,30,2,3622,4,1,1,2,1,0,4,2,0,0,4,1
1,2,0,30,15,2,960,3,0,1,2,1,0,3,2,0,1,2,0
1,1,1,44,12,0,1163,4,0,1,1,1,0,2,2,0,1,4,1
-1,1,1,47,6,0,1209,4,1,1,1,1,0,0,3,1,1,4,1
1,1,1,52,12,3,3077,2,0,1,1,1,0,2,2,0,1,4,1
1,2,0,62,24,0,3757,4,0,1,1,1,1,4,2,0,2,4,1
1,1,1,35,10,0,1418,3,0,1,1,1,0,2,1,0,0,2,0
1,1,1,26,6,0,3518,2,0,1,1,1,2,2,2,0,0,3,0
1,1,1,26,12,3,1934,2,0,1,2,1,0,4,2,0,1,2,0
-1,2,0,42,27,9,8318,2,1,1,2,1,0,4,3,0,2,4,1
1,2,0,27,6,3,1237,1,0,1,2,1,0,2,2,0,1,1,0
1,1,1,38,6,3,368,4,1,0,1,1,0,4,2,0,1,4,0
1,1,1,39,12,0,2122,3,1,1,2,2,0,2,1,0,0,2,0
-1,1,0,20,24,2,2996,2,1,0,1,1,0,2,2,0,1,4,0
-1,1,1,29,36,2,9034,4,1,1,1,1,1,1,3,0,0,1,1
1,1,1,40,24,2,1585,4,0,1,2,1,0,3,2,0,1,3,0
1,1,0,32,18,3,1301,4,1,1,1,1,2,4,1,0,1,2,0
1,1,0,28,6,0,1323,2,1,1,2,2,0,4,2,0,1,4,1
-1,2,0,27,24,0,3123,4,1,1,1,1,0,1,2,0,1,1,0
1,1,1,42,36,1,5493,2,1,1,1,2,0,4,2,0,2,4,0
1,1,0,49,9,3,1126,2,1,1,1,1,0,4,2,0,1,4,0
-1,1,1,38,24,3,1216,4,1,1,2,2,0,1,2,0,1,4,0
-1,2,0,24,24,0,1207,4,1,1,1,1,0,1,2,0,0,4,0
-1,1,1,27,10,0,1309,4,0,0,1,1,2,2,1,0,1,4,0
1,1,1,36,15,1,2360,2,1,1,1,1,0,2,2,0,1,2,1
-1,1,1,34,15,0,6850,1,1,1,1,2,0,0,3,1,1,2,1
1,1,0,28,24,3,1413,4,0,1,1,1,0,2,2,0,1,2,0
1,1,1,45,39,1,8588,4,0,1,1,1,0,4,3,0,1,2,1
-1,1,1,26,12,0,759,4,1,1,1,1,0,3,2,0,1,2,0
1,1,1,32,36,1,4686,2,0,1,1,1,0,2,3,0,2,2,1
1,1,1,26,15,9,2687,2,1,1,1,1,0,3,2,0,0,4,1
1,1,0,20,12,3,585,4,1,1,2,1,1,2,2,0,0,4,0
1,1,1,54,24,0,2255,4,0,0,1,1,0,1,2,0,1,1,0
1,2,0,37,6,0,609,4,1,1,2,1,0,3,2,0,1,3,0
1,1,1,40,6,0,1361,2,1,1,1,2,0,1,1,0,1,4,0
-1,2,0,23,36,2,7127,2,0,1,2,1,0,1,2,0,0,4,1
1,1,1,43,6,0,1203,3,1,1,1,1,0,4,2,0,1,2,1
1,1,1,36,6,3,700,4,0,0,2,1,0,4,2,0,2,4,0
1,1,1,44,24,5,5507,3,0,1,2,1,0,4,2,0,2,4,0
-1,2,0,24,18,3,3190,2,1,1,1,1,0,2,2,0,1,2,0
-1,1,1,53,48,2,7119,3,1,1,2,2,0,2,2,0,2,4,0
1,2,0,23,24,1,3488,3,0,1,1,1,0,3,2,0,1,4,0
1,2,0,26,18,3,1113,4,1,1,1,2,2,2,1,0,1,4,0
1,1,1,30,26,1,7966,2,1,1,2,1,0,1,2,0,1,3,0
1,2,0,31,15,6,1532,4,0,1,1,1,0,2,2,0,1,3,0
1,1,1,42,4,3,1503,2,0,1,2,2,0,3,1,0,1,1,0
-1,1,0,31,36,3,2302,4,1,1,1,1,0,2,2,0,0,4,0
1,1,1,41,6,0,662,3,1,1,1,2,0,1,1,0,1,4,1
1,1,1,32,36,6,2273,3,1,1,2,2,0,3,2,0,1,1,0
-1,2,0,28,15,0,2631,2,1,1,2,1,0,2,2,0,0,4,1
1,1,0,41,12,1,1503,4,0,1,1,1,0,2,2,0,0,4,0
1,1,0,26,24,3,1311,4,0,1,1,1,0,3,2,0,1,3,1
1,1,1,25,24,3,3105,4,0,0,2,1,0,1,2,0,1,2,0
-1,1,0,33,21,6,2319,2,1,1,1,1,0,1,2,0,0,1,0
1,2,0,75,6,0,1374,4,1,0,1,1,0,0,3,1,1,3,1
1,2,0,37,18,2,3612,3,1,1,1,1,0,4,2,0,1,4,1
-1,1,1,42,48,0,7763,4,1,1,1,1,0,4,3,0,2,4,0
1,2,0,45,18,2,3049,1,1,1,1,1,0,1,1,0,1,1,0
-1,1,0,23,12,3,1534,1,1,1,1,1,0,1,2,0,0,1,0
1,1,1,60,24,0,2032,4,0,1,2,1,0,4,2,0,2,4,1
-1,1,1,31,30,2,6350,4,1,0,1,1,0,4,2,0,1,4,0
-1,1,1,34,18,2,2864,2,1,1,1,2,0,2,1,0,1,1,0
1,1,1,61,12,0,1255,4,0,1,2,1,0,4,1,0,1,4,0
-1,1,1,43,24,0,1333,4,1,1,2,2,0,0,2,1,2,2,0
1,2,0,37,24,0,2022,4,0,1,1,1,0,2,2,0,1,4,1
1,1,1,32,24,3,1552,3,0,1,1,2,0,3,2,0,1,1,0
-1,2,0,24,12,3,626,4,1,1,1,1,0,2,1,0,1,4,0
1,1,1,35,48,1,8858,2,0,0,2,1,0,3,2,0,2,1,1
1,2,0,23,12,5,996,4,0,0,2,1,0,3,2,0,1,4,0
1,1,1,45,6,3,1750,2,0,1,1,2,0,4,1,0,1,4,0
-1,1,0,34,48,3,6999,1,1,1,2,1,2,3,2,0,1,1,1
1,1,1,27,12,0,1995,4,1,1,1,1,0,1,2,0,1,1,0
1,2,0,67,9,6,1199,4,1,1,2,1,0,3,3,0,1,4,1
-1,1,1,22,12,3,1331,2,1,1,1,1,0,1,2,0,1,1,0
-1,2,0,28,18,0,2278,3,1,1,2,1,0,1,2,0,1,3,0
-1,2,0,29,21,0,5003,1,0,0,2,1,0,2,2,0,1,4,1
-1,1,1,27,24,2,3552,3,1,1,1,1,0,3,2,0,1,4,0
-1,1,1,31,18,2,1928,2,1,1,2,1,0,1,1,0,1,2,0
1,1,1,49,24,1,2964,4,1,0,1,2,0,4,2,0,2,4,1
-1,1,1,24,24,3,1546,4,1,1,1,1,2,3,1,0,0,4,0
1,2,0,29,6,3,683,2,1,1,1,1,0,1,2,0,1,1,0
-1,1,1,37,36,0,12389,1,1,0,1,1,0,2,2,0,2,4,1
1,1,1,37,24,9,4712,4,1,0,2,1,0,2,3,0,1,2,1
1,2,0,23,24,3,1553,3,1,1,2,1,0,3,2,0,0,2,1
-1,1,0,36,12,0,1372,2,1,1,1,1,0,3,2,0,1,3,0
1,1,1,34,24,3,2578,2,0,1,1,1,0,4,2,0,1,2,0
1,1,1,41,48,3,3979,4,1,0,2,2,0,3,2,0,1,1,1
-1,2,0,31,48,3,6758,3,1,1,1,1,0,2,2,0,1,2,1
-1,2,0,23,24,2,3234,4,1,1,1,1,0,1,1,0,0,4,1
1,1,1,38,30,3,5954,3,0,1,1,1,1,3,2,0,1,2,0
1,2,0,26,24,1,5433,2,0,0,1,1,0,0,3,1,0,4,1
1,2,0,22,15,9,806,4,1,1,1,1,0,2,1,0,1,4,0
1,1,1,27,9,3,1082,4,1,1,2,1,0,4,1,0,1,4,0
1,2,0,24,15,2,2788,2,0,1,2,1,1,3,2,0,1,3,0
1,2,0,27,12,3,2930,2,1,1,1,1,0,3,2,0,1,1,0
1,2,0,33,24,6,1927,3,0,0,2,1,0,2,2,0,1,2,1
-1,1,0,27,36,0,2820,4,1,1,2,1,0,1,2,0,1,4,0
1,1,0,27,24,8,937,4,0,1,2,1,0,1,1,0,1,3,0
-1,1,1,30,18,0,1056,3,1,1,2,1,2,4,2,0,1,3,0
1,1,1,49,12,0,3124,1,1,1,2,2,0,1,1,0,1,3,0
1,2,0,26,9,2,1388,4,0,1,1,1,0,2,2,0,0,2,0
-1,1,1,33,36,5,2384,4,1,1,1,1,0,1,1,0,0,1,0
1,2,0,52,12,0,2133,4,0,0,1,1,0,4,3,0,2,4,1
-1,2,0,20,18,2,2039,1,1,1,1,1,0,2,2,0,0,4,0
1,1,1,36,9,0,2799,2,1,1,2,2,0,2,2,0,0,2,0
1,1,1,21,12,2,1289,4,1,1,1,1,2,2,1,0,1,1,0
-1,1,0,47,18,4,1217,4,1,1,1,1,0,2,1,0,1,3,1
-1,1,1,60,12,2,2246,3,1,1,2,1,0,4,2,0,1,3,0
1,2,0,58,12,3,385,4,1,1,4,1,0,3,1,0,1,3,1
1,2,0,42,24,0,1965,4,1,0,2,1,0,2,2,0,0,4,1
1,2,0,36,21,9,1572,4,0,1,1,1,0,4,1,0,1,4,0
-1,2,0,20,24,0,2718,3,1,1,1,1,0,2,1,0,0,4,1
-1,1,1,40,24,10,1358,4,1,0,1,1,0,4,3,0,1,3,1
-1,2,0,32,6,0,931,1,1,1,1,1,0,1,1,0,1,1,0
-1,2,0,23,24,0,1442,4,1,1,2,1,0,3,2,0,0,4,0
-1,1,1,36,24,9,4241,1,1,1,3,1,0,2,1,0,1,4,1
-1,1,1,31,18,0,2775,2,0,1,2,1,0,3,2,0,1,2,0
1,1,1,32,24,9,3863,1,0,1,1,1,0,2,2,0,2,2,0
1,2,0,45,7,3,2329,1,1,1,1,1,2,1,2,0,1,1,0
-1,2,0,30,9,2,918,4,1,1,1,1,0,2,2,0,1,1,0
-1,2,0,34,24,6,1837,4,1,1,1,1,0,3,1,0,2,4,0
-1,2,0,28,36,2,3349,4,0,1,1,1,0,2,3,0,1,2,1
1,2,0,23,10,2,1275,4,1,1,1,1,0,1,2,0,1,2,0
1,1,1,22,24,2,2828,4,1,1,1,1,0,2,2,0,1,4,1
1,1,1,74,24,9,4526,3,0,1,1,1,0,2,3,0,1,2,1
-1,2,0,50,36,3,2671,4,1,1,1,1,1,2,2,0,2,4,0
1,1,1,33,18,3,2051,4,0,1,1,1,0,1,2,0,1,1,0
1,1,1,45,15,1,1300,4,0,0,1,2,0,4,2,0,2,4,0
-1,2,0,22,12,4,741,4,1,1,1,1,0,0,2,1,1,3,0
-1,2,0,48,10,0,1240,1,1,1,1,2,0,4,1,0,2,4,0
1,2,0,29,21,3,3357,4,1,1,1,1,0,1,2,0,1,2,0
1,2,0,22,24,1,3632,1,1,1,1,1,2,2,2,0,0,4,0
-1,2,0,22,18,2,1808,4,0,1,1,1,0,3,2,0,1,1,0
1,1,1,48,48,9,12204,2,1,0,1,1,0,2,3,0,1,2,1
1,1,1,27,60,3,9157,2,1,0,1,1,0,2,3,0,2,2,0
1,1,1,37,6,0,3676,1,1,1,3,2,0,2,2,0,0,3,0
-1,2,0,21,30,2,3441,2,1,1,1,1,1,2,2,0,0,4,0
1,1,0,49,12,0,640,4,0,1,1,1,0,2,1,0,1,2,0
1,1,1,27,21,9,3652,2,1,1,2,1,0,3,2,0,1,3,0
-1,1,1,32,18,0,1530,3,0,1,2,1,0,2,2,0,1,2,0
-1,1,0,38,48,9,3914,4,0,0,1,1,0,2,2,0,1,2,0
1,2,0,22,12,2,1858,4,1,1,1,1,0,1,2,0,0,1,0
-1,1,1,65,18,3,2600,4,1,1,2,1,0,2,2,0,2,4,0
1,1,1,35,15,3,1979,4,0,0,1,1,0,4,2,0,1,2,0
1,1,1,41,6,2,2116,2,1,1,1,1,0,2,2,0,1,2,1
-1,1,1,29,9,0,1437,2,1,1,1,1,0,3,2,0,1,3,0
1,1,1,36,42,2,4042,4,0,1,2,1,0,2,2,0,1,4,1
1,1,1,64,9,6,3832,1,0,0,1,1,0,4,1,0,1,4,0
1,2,0,28,24,3,3660,2,1,1,1,1,0,2,2,0,1,4,0
-1,1,1,44,18,2,1553,4,1,1,1,1,0,2,2,0,1,3,0
1,1,1,23,15,3,1444,4,1,0,1,1,0,1,2,0,1,1,0
-1,2,0,19,9,2,1980,2,0,1,2,1,1,1,2,0,0,2,0
-1,2,0,25,24,0,1355,3,1,1,1,1,0,1,1,0,1,4,1
1,1,1,47,12,6,1393,4,0,1,3,2,0,4,2,0,1,4,1
1,2,0,28,24,3,1376,4,0,1,1,1,0,3,2,0,1,1,0
1,1,1,21,60,3,15653,2,0,1,2,1,0,3,2,0,1,4,1
1,2,0,34,12,3,1493,4,0,1,1,2,0,1,2,0,1,3,0
-1,1,1,26,42,3,4370,3,1,1,2,2,0,3,2,0,1,2,1
-1,2,0,27,18,6,750,4,1,1,1,1,0,0,0,1,1,1,0
1,1,1,38,15,5,1308,4,1,1,2,1,0,4,1,0,1,4,0
-1,1,1,40,15,6,4623,3,0,1,1,1,0,2,3,0,1,2,1
1,1,0,33,24,3,1851,4,0,1,2,1,2,3,2,0,1,2,1
1,1,0,32,18,3,1880,4,1,1,2,1,0,3,3,0,1,1,1
-1,1,1,27,36,9,7980,4,0,0,2,1,0,1,2,0,0,4,1
1,1,0,32,30,2,4583,2,1,1,2,1,2,2,2,0,1,2,0
-1,2,0,26,12,0,1386,2,0,1,1,1,0,2,2,0,1,2,0
-1,1,1,38,24,0,947,4,1,1,1,2,0,3,2,0,2,3,0
-1,1,1,40,12,6,684,4,1,1,1,2,0,2,1,0,0,4,0
1,1,1,50,48,6,7476,4,1,1,1,1,0,3,3,0,2,1,1
-1,1,1,37,12,2,1922,4,1,1,1,1,0,2,1,0,1,2,0
-1,1,1,45,24,0,2303,4,1,1,1,1,1,4,2,0,1,1,0
-1,1,1,42,36,0,8086,2,1,1,4,1,0,4,3,0,1,4,1
1,1,1,35,24,1,2346,4,0,1,2,1,0,3,2,0,1,3,1
1,1,1,22,14,0,3973,1,1,1,1,1,0,0,2,1,2,4,0
-1,1,1,41,12,0,888,4,1,1,1,2,0,4,1,0,1,4,0
1,1,1,37,48,3,10222,4,0,0,1,1,0,3,2,0,1,3,1
1,2,0,28,30,9,4221,2,1,1,2,1,0,2,2,0,1,1,0
1,1,1,41,18,2,6361,2,1,1,1,1,0,4,2,0,1,1,1
1,1,0,23,12,3,1297,3,1,1,1,1,0,2,2,0,0,4,0
-1,1,0,23,12,0,900,4,1,0,1,1,0,2,2,0,1,2,0
1,1,1,50,21,2,2241,4,0,1,2,1,0,4,2,0,1,2,0
1,1,1,35,6,2,1050,4,1,1,2,1,0,0,3,1,1,1,1
1,2,0,50,6,6,1047,2,1,1,1,1,0,2,1,0,1,4,0
1,1,1,27,24,10,6314,4,0,1,2,1,1,0,3,1,1,2,1
1,1,1,34,30,2,3496,4,1,1,1,2,0,2,2,0,1,2,1
1,2,0,27,48,9,3609,1,0,1,1,1,0,2,2,0,1,1,0
-1,1,1,43,12,0,4843,3,1,1,2,1,1,4,2,0,0,4,1
1,1,1,47,30,3,3017,4,1,1,1,1,0,4,2,0,1,4,0
1,1,1,27,24,9,4139,3,0,1,2,1,0,2,1,0,1,3,1
1,1,1,31,36,9,5742,2,0,1,2,1,0,3,2,0,1,2,1
1,1,1,42,60,0,10366,2,0,1,1,1,0,4,3,0,1,4,1
1,1,0,24,6,0,2080,1,0,1,1,1,0,2,2,0,1,2,0
-1,1,1,41,21,9,2580,4,0,1,1,2,0,1,1,0,1,2,0
1,2,0,26,30,3,4530,4,0,1,1,1,0,3,3,0,0,4,1
1,1,1,33,24,2,5150,4,0,1,1,1,0,4,2,0,1,4,1
-1,1,0,24,72,3,5595,2,1,1,1,1,0,2,2,0,1,2,0
1,1,1,64,24,3,2384,4,1,1,1,1,0,4,1,0,0,4,0
1,2,0,26,18,3,1453,3,0,1,1,1,0,1,2,0,1,1,0
1,2,0,56,6,6,1538,1,0,1,1,1,0,1,2,0,1,2,0
1,1,1,37,12,3,2279,4,0,0,1,1,0,2,2,0,2,4,1
1,1,0,33,15,3,1478,4,0,1,2,1,0,2,2,0,1,3,0
1,1,0,47,24,3,5103,3,0,1,3,1,0,1,2,0,2,3,1
1,1,1,31,36,9,9857,1,1,1,2,2,0,3,1,0,1,3,1
1,1,1,34,60,0,6527,4,0,0,1,2,0,2,2,0,2,4,1
1,1,1,27,10,3,1347,4,1,0,2,1,0,3,2,0,1,2,1
1,1,1,30,36,0,2862,4,1,1,1,1,0,4,2,0,2,3,0
1,1,1,35,9,3,2753,3,0,1,1,1,1,4,2,0,1,4,1
1,1,1,31,12,0,3651,1,1,1,1,2,0,2,2,0,1,3,0
1,1,0,25,15,2,975,2,1,1,2,1,0,2,2,0,1,3,0
1,2,0,25,15,5,2631,3,1,1,1,1,0,2,1,0,1,2,0
1,1,1,29,24,3,2896,2,1,1,1,1,0,1,2,0,1,1,0
1,1,1,44,6,0,4716,1,1,0,2,2,0,1,1,0,1,3,0
1,1,1,28,24,3,2284,4,0,1,1,1,0,3,2,0,1,2,1
1,1,1,50,6,1,1236,2,0,1,1,1,0,2,2,0,0,4,0
1,1,1,29,12,3,1103,4,1,1,2,1,2,3,2,0,1,3,0
1,2,0,38,12,0,926,1,0,1,1,1,0,0,0,1,1,2,0
1,1,1,24,18,3,1800,4,0,1,2,1,0,2,2,0,1,2,0
1,1,1,40,15,6,1905,4,1,1,1,1,0,4,3,0,0,4,1
-1,2,0,29,12,2,1123,4,0,1,1,1,0,2,1,0,0,4,0
-1,1,1,46,48,1,6331,4,1,1,2,1,0,4,2,0,2,4,1
